Weight_kg,Horsepower,Cylinders,Fuel_Type,Road_Type,Age_years,Mileage_km_per_l
877,93,4,Petrol,City,11,12
1435,184,4,Diesel,Highway,21,14.47
618,82,3,Diesel,City,24,14.28
665,186,5,Petrol,City,8,12
766,79,5,Petrol,City,23,12
2208,195,5,Petrol,Highway,21,12
1619,105,6,Diesel,City,12,14.04
1002,154,4,Diesel,Highway,4,19.08
2445,80,5,Petrol,City,13,12
1008,249,5,Diesel,Highway,18,13.85
711,240,4,Petrol,Highway,18,12
1897,227,6,Petrol,City,3,12
2030,138,5,Petrol,City,3,12
1996,50,6,Petrol,Highway,7,14.13
1196,159,6,Diesel,Highway,22,14.67
1250,131,3,Petrol,City,17,12
1662,68,4,Diesel,City,6,16.17
704,164,3,Diesel,Highway,16,17.14
923,175,5,Diesel,City,5,14.83
2416,113,3,Diesel,City,22,12
1591,102,4,Diesel,City,24,12.59
2037,55,6,Petrol,Highway,17,12.48
1028,66,6,Diesel,Highway,11,19.28
1234,95,5,Petrol,Highway,22,12.17
1329,249,4,Petrol,Highway,12,12
1488,167,6,Petrol,City,12,12
1684,122,5,Petrol,City,4,12
2235,150,4,Diesel,Highway,9,16.26
1930,232,4,Diesel,Highway,14,13.96
1977,140,3,Petrol,Highway,12,12.44
992,55,6,Petrol,City,10,12.15
803,247,4,Petrol,Highway,8,12.09
857,158,6,Petrol,City,23,12
1085,245,6,Petrol,Highway,3,12.1
2140,89,4,Petrol,City,13,12
1045,140,6,Diesel,City,16,13.44
2332,115,3,Diesel,City,25,12
1803,186,5,Diesel,Highway,13,15.13
1623,60,5,Diesel,Highway,13,18.3
941,197,4,Petrol,Highway,19,12
732,165,3,Diesel,Highway,22,15.85
1042,92,5,Diesel,Highway,18,17.42
2459,107,3,Petrol,City,8,12
852,203,4,Diesel,City,1,15.13
864,87,3,Petrol,Highway,17,13.94
692,143,4,Petrol,Highway,24,12
2285,85,5,Petrol,City,9,12
2034,232,5,Petrol,City,10,12
737,55,5,Petrol,Highway,9,15.61
1831,180,5,Diesel,Highway,12,15.4
1601,114,6,Petrol,Highway,24,12
2260,173,3,Diesel,Highway,10,15.75
2369,241,3,Petrol,City,8,12
2196,235,3,Petrol,Highway,4,12
906,166,4,Petrol,City,24,12
865,235,5,Diesel,Highway,14,15.05
1245,67,5,Petrol,City,7,12.28
917,200,6,Diesel,Highway,25,13.6
1736,145,6,Diesel,Highway,10,16.46
1500,206,5,Diesel,City,24,12
2001,200,3,Petrol,City,10,12
1053,177,3,Diesel,City,15,13.49
790,85,5,Petrol,City,15,12
2063,119,4,Petrol,Highway,2,13.94
1810,144,3,Petrol,City,24,12
1430,183,5,Petrol,Highway,16,12
1990,211,5,Petrol,Highway,24,12
1712,93,6,Petrol,Highway,10,13.28
786,93,6,Diesel,Highway,25,16.01
1418,76,5,Petrol,Highway,15,13.38
1620,149,4,Petrol,Highway,19,12
731,101,5,Diesel,City,24,13.38
1471,219,3,Diesel,Highway,24,13.34
1234,74,4,Petrol,Highway,10,14.66
2183,123,4,Petrol,City,20,12
2423,88,6,Diesel,Highway,15,15.74
1999,216,5,Diesel,City,21,12
1290,189,6,Petrol,Highway,2,13.12
1291,188,3,Diesel,Highway,14,16.1
1722,162,6,Diesel,City,15,12.4
2465,52,3,Petrol,City,22,12
1657,164,5,Diesel,Highway,10,16.38
1181,71,5,Diesel,City,9,16.03
770,53,6,Diesel,Highway,19,18.23
1989,185,6,Diesel,City,6,12.93
1383,63,6,Diesel,City,8,15.84
1682,63,3,Diesel,Highway,2,21.05
780,65,4,Petrol,City,1,13.85
618,209,4,Petrol,Highway,13,12.34
1849,113,6,Petrol,Highway,6,13.34
2096,65,6,Diesel,City,3,15.59
1718,101,5,Diesel,City,2,15.82
1480,68,6,Petrol,Highway,10,14.01
1920,118,5,Diesel,City,8,14.24
2216,189,3,Petrol,Highway,9,12
774,142,3,Diesel,City,7,15.9
1845,54,3,Diesel,City,25,13.11
2238,91,3,Diesel,City,13,13.97
653,66,6,Petrol,City,7,12.74
1294,160,6,Petrol,City,19,12
1462,121,5,Petrol,Highway,1,14.62
2026,153,6,Petrol,Highway,13,12
1941,143,5,Petrol,City,17,12
2490,59,3,Diesel,Highway,12,17.59
948,65,5,Diesel,Highway,21,17.52
1042,193,5,Diesel,Highway,25,13.81
1432,91,6,Diesel,Highway,14,17.4
1179,52,3,Petrol,Highway,16,14.35
2163,200,4,Petrol,City,12,12
2409,170,6,Petrol,City,22,12
881,205,6,Diesel,City,16,12.38
959,222,4,Petrol,Highway,2,13.23
1514,245,3,Petrol,Highway,22,12
1422,73,4,Diesel,City,20,13.97
2254,68,5,Diesel,City,25,12.02
1491,124,4,Petrol,Highway,19,12.07
1552,89,3,Petrol,Highway,7,14.66
2269,95,3,Petrol,Highway,12,12.87
1240,89,4,Diesel,Highway,14,18.31
1631,111,6,Diesel,Highway,24,14.71
1162,67,4,Diesel,Highway,18,18.08
1090,189,5,Diesel,City,7,14.01
940,191,4,Diesel,City,5,14.68
1071,131,4,Diesel,City,1,16.5
2416,238,4,Petrol,City,7,12
2310,157,5,Petrol,Highway,16,12
2318,61,4,Petrol,Highway,24,12
2327,153,6,Diesel,City,16,12
848,204,5,Diesel,Highway,17,15.28
834,183,6,Petrol,City,4,12
1706,137,5,Petrol,City,16,12
1716,164,3,Diesel,City,4,14.63
2017,82,3,Diesel,City,5,15.76
1423,167,5,Diesel,City,5,14.36
1891,129,5,Petrol,Highway,20,12
2040,227,5,Diesel,Highway,11,14.2
1231,61,3,Diesel,City,14,15.75
2206,144,5,Diesel,City,17,12.06
1128,234,3,Diesel,Highway,9,16.08
1876,102,3,Petrol,City,21,12
721,62,5,Petrol,Highway,17,14.13
1491,171,5,Diesel,Highway,19,14.82
609,249,5,Diesel,City,1,14.13
2422,151,3,Diesel,Highway,13,15.47
1939,180,4,Diesel,City,23,12
1437,241,5,Diesel,Highway,10,14.84
1896,107,4,Diesel,Highway,10,17.63
1929,53,4,Diesel,City,7,15.91
2428,222,4,Diesel,Highway,6,14.79
1833,115,6,Petrol,City,25,12
2353,164,4,Petrol,City,7,12
1352,85,4,Diesel,City,5,16.44
1485,72,3,Petrol,City,7,12.31
1063,68,6,Petrol,City,15,12
1311,89,3,Petrol,Highway,10,14.5
1327,121,3,Petrol,Highway,20,12.33
1316,193,4,Diesel,Highway,13,15.88
2039,107,3,Diesel,City,9,14.58
1839,156,5,Diesel,Highway,6,17.02
679,67,4,Diesel,Highway,20,18.39
2402,85,5,Petrol,City,21,12
1079,201,4,Petrol,City,24,12
1501,178,4,Petrol,City,7,12
1490,50,4,Petrol,City,6,12.6
2170,113,6,Diesel,Highway,16,15.42
2424,111,4,Diesel,Highway,2,18.15
617,159,5,Diesel,Highway,15,17.07
1788,213,4,Petrol,Highway,3,12.34
2148,124,4,Diesel,Highway,13,16.26
801,195,3,Diesel,City,17,13.1
1340,65,4,Diesel,Highway,19,17.63
1969,66,4,Petrol,City,11,12
1989,73,4,Diesel,Highway,2,19.9
2071,147,4,Diesel,City,10,13.4
2136,245,4,Diesel,Highway,12,13.72
918,179,4,Diesel,Highway,13,16.79
816,250,6,Petrol,City,6,12
1657,187,5,Diesel,City,4,13.79
2494,230,6,Petrol,City,12,12
865,228,5,Diesel,City,15,12.29
2263,246,6,Diesel,Highway,19,12.07
1323,63,4,Diesel,Highway,8,20.11
1374,161,6,Diesel,City,5,14.33
2447,115,5,Diesel,Highway,4,17.37
1703,131,3,Petrol,City,13,12
2300,142,3,Diesel,Highway,6,17.14
1012,230,4,Diesel,City,20,12
1875,241,4,Diesel,City,16,12
1635,121,5,Petrol,Highway,10,13.08
1000,150,3,Petrol,Highway,5,14.46
2439,98,4,Diesel,Highway,15,15.99
1323,139,6,Petrol,City,11,12
881,239,6,Diesel,Highway,20,13.68
1735,86,3,Petrol,Highway,9,14.16
1322,226,5,Diesel,City,18,12
2001,245,4,Petrol,Highway,1,12
1350,210,4,Petrol,City,23,12
867,199,4,Petrol,Highway,9,12.84
897,119,3,Petrol,City,9,12
1940,82,6,Petrol,City,15,12
1169,77,5,Petrol,Highway,4,15.43
1108,137,3,Petrol,Highway,4,14.75
1145,53,3,Petrol,Highway,1,16.95
1374,115,4,Diesel,City,1,16.43
964,126,6,Diesel,Highway,1,19.91
1146,159,5,Diesel,City,22,12.23
870,98,5,Diesel,Highway,6,20.11
2097,177,4,Diesel,City,11,12.65
1338,188,5,Diesel,Highway,16,15.19
1136,84,6,Petrol,Highway,5,14.94
1857,216,4,Petrol,Highway,10,12
658,187,4,Petrol,City,16,12
1874,123,6,Diesel,City,11,13.53
2470,249,5,Petrol,City,18,12
685,118,6,Petrol,City,22,12
1362,200,5,Petrol,Highway,14,12
989,83,5,Petrol,City,13,12
1803,173,5,Diesel,Highway,1,17.55
1318,160,6,Petrol,Highway,3,13.52
1455,81,6,Petrol,City,15,12
748,65,3,Diesel,Highway,12,20.47
1182,117,6,Diesel,Highway,5,18.98
720,103,4,Diesel,Highway,16,18.36
1364,173,4,Petrol,Highway,14,12.08
1204,205,4,Petrol,Highway,10,12.22
855,161,4,Petrol,City,5,12
1365,109,3,Diesel,City,7,15.81
1463,127,6,Petrol,City,21,12
1399,125,6,Diesel,Highway,16,16.29
1932,109,5,Diesel,Highway,15,16.29
658,134,6,Diesel,City,6,15.67
1621,161,5,Petrol,Highway,7,12.79
1692,129,5,Diesel,City,18,12.77
2069,167,4,Diesel,Highway,19,14.35
987,221,3,Petrol,Highway,19,12
1709,51,3,Diesel,City,17,14.75
1385,72,6,Diesel,Highway,14,17.92
1850,95,5,Petrol,Highway,9,13.43
1192,122,4,Petrol,City,16,12
2249,103,5,Diesel,City,10,13.78
1807,120,4,Diesel,City,25,12
2415,174,5,Petrol,City,9,12
1945,130,6,Diesel,City,12,13.16
1508,58,6,Diesel,City,9,15.59
1941,119,5,Diesel,Highway,16,15.87
1165,221,3,Diesel,Highway,16,15.1
998,133,4,Petrol,City,24,12
2332,123,3,Diesel,Highway,21,14.74
1498,122,3,Diesel,Highway,25,15.15
1916,61,5,Petrol,City,23,12
892,81,4,Diesel,Highway,2,21.73
1084,211,4,Diesel,Highway,7,16.85
2070,132,6,Diesel,Highway,20,14.44
1402,82,5,Diesel,City,7,15.84
2315,113,5,Petrol,Highway,7,12.82
2035,97,5,Petrol,City,19,12
2131,65,6,Diesel,City,3,15.54
2357,227,6,Petrol,Highway,10,12
2409,163,4,Petrol,Highway,6,12.15
1489,200,6,Petrol,City,2,12
843,75,5,Diesel,City,24,13.71
2043,103,5,Diesel,City,24,12
1559,221,3,Petrol,Highway,20,12
1777,86,6,Petrol,City,18,12
1415,58,5,Petrol,City,9,12
2047,62,5,Petrol,City,15,12
872,109,4,Petrol,City,14,12
2270,155,6,Petrol,City,9,12
2448,175,5,Petrol,Highway,2,12.21
1119,129,4,Diesel,Highway,10,18.35
1751,177,3,Diesel,Highway,4,17.52
1996,179,3,Diesel,City,1,14.38
1167,109,4,Diesel,City,22,13.29
1237,234,6,Petrol,Highway,11,12
758,164,5,Diesel,Highway,16,16.55
2194,92,6,Petrol,Highway,11,12.57
2193,196,4,Diesel,City,13,12
1251,173,5,Diesel,City,14,13.09
775,188,5,Petrol,Highway,1,14.1
1219,96,5,Petrol,Highway,23,12.02
810,112,6,Diesel,City,25,12.72
1046,184,6,Diesel,City,9,13.65
1185,143,4,Diesel,City,18,13.31
766,172,3,Diesel,Highway,11,17.85
1059,80,4,Diesel,Highway,24,16.63
1515,104,5,Petrol,City,3,12
1980,202,4,Petrol,Highway,21,12
1927,249,3,Petrol,Highway,4,12
1856,79,4,Petrol,City,22,12
1950,85,3,Petrol,City,11,12
1805,99,3,Petrol,Highway,7,14.14
2257,191,5,Diesel,City,9,12.28
1957,78,3,Petrol,Highway,5,14.64
2338,204,6,Diesel,Highway,2,15.51
1652,166,4,Diesel,City,12,13.25
1313,227,4,Diesel,Highway,4,16.62
1716,85,6,Diesel,Highway,13,17.29
1440,211,6,Diesel,City,2,13.63
1467,70,5,Diesel,City,15,14.62
1287,87,4,Diesel,City,1,17.19
929,124,6,Diesel,City,18,13.55
2346,227,5,Petrol,Highway,23,12
1807,175,4,Petrol,Highway,2,13.19
694,86,4,Diesel,Highway,4,21.5
1384,169,6,Diesel,Highway,21,14.41
1248,196,3,Petrol,Highway,19,12
2372,167,3,Diesel,City,20,12
952,50,6,Petrol,City,10,12.26
1529,217,3,Diesel,City,13,12.45
1540,104,4,Diesel,Highway,19,16.46
1583,203,5,Diesel,City,8,12.99
1888,220,5,Diesel,Highway,10,14.73
2270,108,6,Diesel,City,8,13.75
2279,100,5,Petrol,City,19,12
1642,156,6,Diesel,City,9,13.49
2366,192,3,Diesel,City,9,12.51
1245,57,4,Petrol,City,23,12
1225,143,3,Diesel,Highway,13,17.49
2122,191,6,Petrol,Highway,1,12.24
738,146,4,Petrol,Highway,12,13.57
2260,56,4,Petrol,Highway,10,13.65
1315,67,4,Diesel,Highway,19,17.62
2196,61,3,Petrol,Highway,8,14.16
1361,51,4,Diesel,City,22,14.09
2433,227,3,Diesel,City,25,12
2148,142,3,Diesel,City,11,13.45
854,198,4,Petrol,Highway,11,12.59
1708,56,6,Petrol,Highway,16,13.01
2081,61,4,Diesel,Highway,11,18.19
2155,133,4,Diesel,City,25,12
2185,106,3,Petrol,City,1,12
1275,127,4,Diesel,City,6,15.48
691,123,6,Petrol,City,13,12
2223,72,4,Diesel,City,11,14.45
1692,79,6,Petrol,City,3,12
636,160,5,Petrol,Highway,21,12
2388,107,5,Petrol,Highway,1,13.66
2387,144,5,Petrol,City,14,12
739,101,4,Diesel,City,11,15.9
1466,105,3,Petrol,Highway,14,13.38
1279,59,6,Diesel,City,23,13.44
2189,196,5,Petrol,Highway,22,12
1801,196,6,Petrol,City,10,12
2432,157,3,Diesel,City,21,12
2436,136,6,Petrol,City,2,12
2494,236,6,Diesel,City,24,12
2241,221,5,Diesel,Highway,5,15.01
736,236,6,Petrol,Highway,15,12
789,133,5,Diesel,City,18,13.75
2263,53,3,Diesel,Highway,16,17.3
941,146,5,Petrol,City,20,12
2182,161,6,Diesel,Highway,24,13.02
1628,242,3,Diesel,Highway,24,12.67
1571,190,4,Petrol,City,3,12
1880,116,4,Diesel,Highway,24,14.73
2435,189,3,Petrol,City,9,12
1261,142,3,Diesel,Highway,18,16.46
2429,232,6,Petrol,City,22,12
842,238,4,Diesel,Highway,19,14.35
2410,144,3,Diesel,City,5,13.95
2343,90,4,Petrol,Highway,4,13.82
1014,213,4,Diesel,City,8,13.65
2250,51,6,Petrol,City,7,12
1306,71,3,Diesel,Highway,23,16.94
942,199,5,Petrol,Highway,11,12.28
1281,90,3,Petrol,Highway,12,14.19
2002,144,4,Diesel,City,12,13.24
2217,165,5,Petrol,City,16,12
2289,169,5,Petrol,Highway,16,12
1252,63,4,Diesel,Highway,15,18.69
2449,142,5,Diesel,Highway,1,17.25
745,84,5,Petrol,City,15,12
922,227,3,Petrol,Highway,22,12
721,58,4,Petrol,City,18,12
1875,167,6,Diesel,City,24,12
2478,145,5,Petrol,City,6,12
910,108,4,Petrol,City,9,12
1200,105,3,Petrol,City,17,12
1074,59,3,Diesel,City,24,14.15
1169,74,3,Petrol,City,12,12
2115,222,5,Petrol,City,2,12
1174,60,6,Diesel,City,16,14.78
946,150,3,Petrol,Highway,23,12
1419,58,6,Diesel,Highway,15,17.97
2110,184,4,Petrol,City,12,12
2096,120,3,Diesel,Highway,15,16.29
981,211,5,Diesel,Highway,13,15.66
1903,132,3,Petrol,Highway,12,12.67
671,69,5,Petrol,City,19,12
1120,163,4,Diesel,City,16,13.32
1989,138,6,Diesel,Highway,7,16.78
1532,54,6,Petrol,City,17,12
1717,161,6,Petrol,City,10,12
1996,104,3,Diesel,City,9,14.7
938,138,3,Petrol,City,6,12
2060,64,4,Petrol,Highway,23,12
1959,225,6,Petrol,Highway,9,12
1263,53,4,Petrol,Highway,1,16.52
2115,127,5,Diesel,Highway,16,15.44
2491,169,3,Petrol,City,14,12
639,162,6,Petrol,City,8,12
1982,70,3,Diesel,City,15,14.37
1173,186,6,Diesel,City,16,12.43
1877,115,6,Petrol,City,14,12
1565,156,3,Petrol,City,16,12
1180,212,3,Diesel,City,7,13.83
2021,161,4,Petrol,City,18,12
2380,166,3,Diesel,City,17,12
2500,228,3,Petrol,City,1,12
769,177,3,Petrol,Highway,11,13.29
2313,151,5,Petrol,Highway,20,12
1300,127,5,Petrol,City,5,12
1110,86,5,Petrol,City,23,12
1883,55,4,Petrol,City,13,12
1183,131,4,Diesel,Highway,8,18.6
1583,135,6,Petrol,City,18,12
1058,131,4,Petrol,Highway,13,13.33
1128,100,3,Petrol,City,9,12
940,115,6,Petrol,Highway,11,13.66
656,145,3,Diesel,City,23,13.24
817,194,6,Diesel,Highway,6,17.35
1218,114,4,Petrol,City,11,12
1415,58,5,Petrol,Highway,15,13.69
2308,190,3,Diesel,City,14,12
1330,150,6,Petrol,City,8,12
1063,235,5,Petrol,City,18,12
846,207,3,Diesel,Highway,1,18.71
1329,80,3,Diesel,Highway,21,17.14
972,200,5,Petrol,Highway,9,12.51
1016,112,4,Petrol,Highway,23,12.16
1654,205,5,Diesel,City,7,13
967,108,4,Diesel,City,15,14.75
1158,59,6,Petrol,City,15,12
2269,138,4,Petrol,Highway,9,12.36
707,173,6,Diesel,City,21,12.4
1183,149,6,Petrol,Highway,5,13.61
1438,139,6,Diesel,Highway,7,17.62
1017,75,6,Diesel,Highway,12,18.86
2243,126,3,Diesel,City,6,14.39
1420,66,6,Petrol,Highway,10,14.13
2021,217,3,Diesel,Highway,15,14.23
1895,117,3,Diesel,Highway,22,15.3
1282,72,6,Petrol,Highway,24,12
1739,212,4,Diesel,Highway,4,16.38
2464,58,4,Diesel,City,15,13.72
2209,94,5,Petrol,Highway,18,12
855,214,3,Diesel,Highway,3,18.11
1704,246,3,Petrol,Highway,15,12
1379,196,4,Petrol,Highway,20,12
1751,124,3,Diesel,City,5,15.28
1437,250,4,Diesel,Highway,2,16.16
1514,76,5,Diesel,City,15,14.44
834,190,6,Diesel,Highway,8,17.06
1152,234,6,Diesel,Highway,5,15.99
780,237,6,Petrol,Highway,23,12
756,189,5,Petrol,City,9,12
2077,58,3,Diesel,City,7,15.82
1170,141,5,Diesel,Highway,4,18.87
1456,126,3,Petrol,City,19,12
2384,133,3,Diesel,City,8,13.76
2327,126,6,Diesel,City,14,12.47
1647,204,4,Diesel,Highway,9,15.86
2096,240,4,Petrol,City,5,12
2023,78,6,Petrol,City,6,12
1547,199,3,Petrol,City,10,12
1191,122,5,Petrol,City,13,12
733,137,6,Diesel,City,10,14.85
1020,155,6,Diesel,City,22,12.24
812,196,5,Diesel,Highway,13,16.26
1499,87,3,Petrol,Highway,3,15.4
1081,144,6,Diesel,City,12,13.95
947,88,6,Petrol,City,4,12.47
765,192,3,Diesel,Highway,11,17.33
1536,103,5,Petrol,City,9,12
947,209,5,Diesel,Highway,6,17.03
1448,159,4,Diesel,City,12,13.64
997,161,4,Diesel,Highway,14,16.93
1182,223,5,Diesel,Highway,21,13.72
1325,238,4,Diesel,City,9,12.63
2058,101,4,Diesel,City,8,14.61
2200,211,3,Diesel,City,9,12.35
1844,250,6,Diesel,Highway,13,13.4
907,84,4,Diesel,Highway,11,19.63
1590,247,4,Petrol,Highway,9,12
1397,86,3,Petrol,Highway,20,12.84
2320,127,5,Petrol,Highway,8,12.44
1318,110,4,Petrol,City,10,12
1065,160,6,Petrol,Highway,9,12.97
698,163,4,Petrol,Highway,21,12
1865,226,6,Diesel,City,4,12.54
757,58,5,Diesel,City,10,16.72
1209,68,4,Petrol,Highway,17,13.65
1153,170,6,Petrol,Highway,19,12
1250,154,6,Diesel,City,10,13.86
2418,205,6,Diesel,City,18,12
1519,129,5,Diesel,Highway,16,16.27
826,75,6,Diesel,Highway,23,16.77
1022,215,3,Petrol,City,4,12
1695,89,5,Petrol,City,9,12
842,74,6,Diesel,City,9,16.19
1129,148,5,Petrol,Highway,2,14.35
2212,167,5,Petrol,Highway,19,12
1668,118,3,Diesel,Highway,8,18.41
2095,120,6,Diesel,City,19,12.11
970,200,5,Diesel,Highway,4,17.6
2478,138,5,Diesel,Highway,11,15.55
1251,114,6,Petrol,City,3,12
1288,199,3,Diesel,Highway,18,15.1
1333,113,4,Diesel,Highway,17,16.97
691,245,6,Petrol,City,19,12
1645,107,4,Diesel,City,9,14.9
771,205,6,Diesel,City,16,12.5
2227,161,6,Petrol,Highway,8,12
1815,172,5,Diesel,Highway,9,16.14
1700,146,6,Diesel,Highway,5,17.4
1904,245,3,Petrol,Highway,5,12
1987,155,3,Diesel,City,14,12.95
778,53,6,Diesel,Highway,24,17.1
837,178,5,Petrol,City,14,12
1758,75,5,Petrol,Highway,5,14.52
1476,82,4,Diesel,City,4,16.49
1501,76,6,Diesel,City,25,12.56
879,91,4,Diesel,Highway,17,18.18
1642,246,5,Diesel,Highway,6,15.09
2218,120,3,Petrol,City,7,12
1339,113,5,Petrol,City,14,12
970,74,3,Petrol,Highway,15,14.38
2400,121,4,Diesel,City,6,14.06
1735,154,5,Petrol,Highway,10,12.38
2386,181,3,Diesel,Highway,8,15.72
2299,61,4,Diesel,Highway,8,18.41
1469,107,5,Petrol,Highway,5,14.29
2303,144,6,Petrol,City,16,12
1618,188,5,Petrol,City,20,12
820,150,4,Diesel,City,11,14.76
1519,157,5,Petrol,City,7,12
903,108,4,Diesel,City,25,13.09
2326,166,3,Petrol,City,2,12
1948,213,5,Diesel,Highway,7,15.3
2060,158,4,Petrol,Highway,6,12.66
1037,71,4,Diesel,City,19,14.67
1793,114,6,Diesel,Highway,18,15.57
974,99,3,Petrol,Highway,1,16.21
2180,53,6,Diesel,City,18,13.28
980,249,6,Petrol,Highway,12,12
1585,229,5,Diesel,Highway,21,13.1
613,151,4,Petrol,Highway,17,12.84
1342,92,4,Petrol,Highway,8,14.5
1268,154,4,Diesel,Highway,20,15.54
1099,223,5,Petrol,Highway,3,12.72
2269,53,5,Diesel,City,10,14.68
2014,190,3,Diesel,Highway,16,14.67
2172,215,6,Petrol,City,18,12
1164,222,3,Petrol,Highway,1,13.33
1129,202,3,Diesel,Highway,8,17.1
1091,116,5,Diesel,City,25,12.55
2173,104,4,Diesel,Highway,19,15.52
2322,145,5,Diesel,City,3,13.92
2008,216,5,Diesel,Highway,16,13.68
1819,114,5,Petrol,City,16,12
1354,124,3,Petrol,City,16,12
899,179,4,Diesel,Highway,25,14.5
1414,246,5,Diesel,Highway,23,12.62
1146,169,3,Diesel,City,12,14.01
1326,135,5,Petrol,City,9,12
1330,111,6,Petrol,Highway,18,12.23
1427,223,4,Petrol,Highway,23,12
1201,161,3,Diesel,Highway,24,14.92
1931,208,6,Petrol,City,11,12
1875,212,5,Petrol,Highway,20,12
1631,175,6,Petrol,City,11,12
1367,222,6,Petrol,City,20,12
1474,126,3,Diesel,Highway,12,17.72
1831,231,4,Diesel,City,18,12
1536,248,4,Petrol,City,2,12
730,246,3,Petrol,City,4,12
2359,171,5,Diesel,Highway,4,16.19
2332,206,6,Diesel,City,21,12
2277,249,4,Petrol,Highway,14,12
2387,57,4,Petrol,Highway,13,13.01
1207,103,6,Petrol,City,9,12
625,184,5,Diesel,Highway,15,16.44
2246,132,6,Petrol,Highway,25,12
2077,152,3,Diesel,Highway,23,14.14
1234,200,3,Petrol,Highway,22,12
1809,149,5,Petrol,Highway,10,12.38
1083,81,4,Diesel,City,5,16.92
1279,111,4,Petrol,Highway,4,14.83
1674,222,5,Petrol,Highway,18,12
604,245,5,Petrol,Highway,4,12.67
1188,79,3,Petrol,City,16,12
1783,155,3,Petrol,Highway,11,12.55
807,88,5,Diesel,Highway,7,20.27
856,182,4,Petrol,City,1,12
1828,244,6,Diesel,Highway,3,15.12
2390,71,6,Diesel,City,16,13.03
610,205,6,Diesel,Highway,4,17.73
1548,199,3,Diesel,Highway,23,13.85
607,177,5,Petrol,Highway,3,14.24
2032,78,4,Diesel,City,20,13.13
1535,220,3,Diesel,City,1,14.09
631,91,5,Diesel,City,1,17.81
1139,109,5,Diesel,Highway,10,18.54
2341,168,6,Diesel,City,12,12
1604,126,6,Diesel,City,3,15.06
986,248,4,Diesel,City,23,12
1851,245,4,Petrol,Highway,13,12
1239,236,6,Petrol,City,6,12
2390,145,6,Petrol,City,21,12
2098,135,5,Diesel,City,24,12
2347,161,4,Petrol,City,24,12
2374,133,5,Diesel,Highway,20,14.22
806,55,4,Petrol,City,10,12.73
1941,122,4,Petrol,City,6,12
2418,205,3,Petrol,Highway,1,12.19
2380,126,6,Petrol,City,15,12
1156,80,3,Diesel,City,14,15.47
2240,88,4,Petrol,Highway,12,12.83
947,99,5,Diesel,Highway,10,19.1
1392,127,4,Petrol,City,9,12
833,175,3,Petrol,Highway,21,12
2324,214,6,Diesel,City,15,12
1667,158,5,Diesel,Highway,14,15.78
1605,137,4,Diesel,City,24,12
1336,249,4,Diesel,Highway,10,15
1541,64,6,Diesel,Highway,1,20.55
1765,100,4,Petrol,Highway,20,12.01
2271,247,4,Diesel,City,2,12.28
775,72,6,Diesel,Highway,2,21.53
2277,202,3,Diesel,City,2,13.38
1048,223,3,Diesel,City,2,14.49
1191,200,3,Diesel,Highway,8,17.06
681,59,3,Diesel,City,22,15.01
734,122,5,Petrol,City,25,12
2342,162,5,Diesel,City,18,12
1455,126,6,Diesel,City,13,13.69
1800,81,6,Petrol,City,17,12
2006,162,6,Petrol,City,8,12
1866,228,5,Petrol,Highway,10,12
2190,218,4,Petrol,City,14,12
1764,114,5,Petrol,City,19,12
2080,242,3,Petrol,Highway,19,12
1039,150,3,Diesel,Highway,24,15.38
1679,217,4,Petrol,Highway,5,12.13
2150,67,6,Diesel,City,24,12.12
1296,213,5,Petrol,Highway,18,12
2449,80,4,Petrol,City,10,12
1018,103,4,Petrol,Highway,16,13.42
687,112,5,Diesel,City,25,13.06
2232,50,4,Petrol,City,18,12
1255,229,6,Petrol,Highway,9,12
1631,234,5,Petrol,City,10,12
2100,58,5,Petrol,Highway,22,12
814,169,4,Petrol,City,12,12
2308,141,6,Petrol,Highway,5,12.41
2358,139,6,Diesel,City,15,12.07
1151,165,3,Petrol,Highway,23,12
2120,105,5,Petrol,Highway,7,13.21
2317,224,3,Petrol,Highway,20,12
1102,52,6,Petrol,City,7,12.48
2405,179,6,Petrol,City,3,12
1298,103,3,Diesel,Highway,3,20.47
844,86,5,Petrol,City,7,12.41
2101,233,3,Diesel,City,1,13.09
908,208,6,Diesel,Highway,24,13.62
830,146,6,Petrol,Highway,18,12.17
2006,61,4,Petrol,Highway,1,15.28
754,235,4,Petrol,City,6,12
1798,244,3,Diesel,City,20,12
1447,161,4,Diesel,Highway,7,17.6
714,203,6,Petrol,Highway,12,12.12
2013,127,5,Petrol,City,3,12
910,189,5,Diesel,Highway,2,18.36
1592,139,3,Diesel,City,15,13.58
899,193,4,Diesel,Highway,20,15.14
1641,230,3,Petrol,Highway,4,12.23
1383,121,4,Petrol,Highway,20,12.08
611,226,5,Petrol,Highway,19,12
2027,226,4,Diesel,Highway,23,12.51
2436,141,4,Petrol,City,21,12
2327,56,3,Petrol,Highway,11,13.61
831,64,5,Diesel,Highway,20,17.95
1554,154,4,Petrol,City,5,12
2228,213,5,Diesel,Highway,23,12.34
1329,121,4,Petrol,Highway,20,12.14
1901,123,5,Petrol,Highway,12,12.45
1976,192,4,Petrol,Highway,16,12
1617,111,6,Petrol,Highway,10,13.08
1598,195,5,Petrol,City,21,12
902,95,6,Petrol,City,22,12
1140,154,6,Petrol,Highway,6,13.43
1069,158,6,Diesel,City,12,13.69
1412,110,4,Diesel,Highway,7,18.96
676,170,5,Petrol,City,10,12
1619,92,4,Diesel,Highway,16,17.22
